
Predictions were generated on 31-Jan-2024 at 12:35:17 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MAP++ (<1.20.10>, <Oct-20-2023>)

Description from the FAST input file: CCT-9 Campign 4 model. Input files to be run with OpenFAST 3.5.0. GitHub branch from Lu Wang (https://github.com/luwang00/openfast/tree/dev) compiled on March 7, 2023.

Time	Wind1VelX	GenSpeed	RotSpeed	RotTorq	RotThrust	TwrBsMxt	TwrBsMyt	TwrBsMzt	TwrBsFxt	TwrBsFyt	TwrBsFzt	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	TTDspFA	TTDspSS	YawBrFyn	RtAeroCp	RtAeroCt	RtAeroCq	RtTSR	GenPwr	BlPitchC1	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	T[1]	T[2]	T[3]
(s)	(m/s)	(rpm)	(rpm)	(kN-m)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(m)	(m)	(kN)	(-)	(-)	(-)	(-)	(kW)	(deg)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	[N]	[N]	[N]
  476.1000	 1.000E+01	 8.537E+00	 8.537E+00	-6.975E-06	 2.562E+03	 8.202E+04	 2.105E+05	 1.961E+03	 2.056E+03	-7.723E+02	-1.819E+04	 8.073E+00	-5.639E-01	-6.998E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.844E-01	 2.893E-16	-4.865E+02	-8.824E-04	 6.159E-01	-8.078E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-5.734E+04	-1.046E-03	 2.037E+08	-9.226E+07	-3.966E+07	 1.147E+04	 2.839E+06	 2.748E+06	 4.373E+06
  476.1500	 1.000E+01	 8.537E+00	 8.537E+00	-1.131E-05	 2.562E+03	 8.197E+04	 2.105E+05	 1.954E+03	 2.056E+03	-7.718E+02	-1.819E+04	 8.073E+00	-5.639E-01	-6.959E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.845E-01	-1.535E-16	-4.861E+02	-8.851E-04	 6.159E-01	-8.103E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-5.734E+04	-1.393E-03	 2.037E+08	-9.226E+07	-3.966E+07	 1.528E+04	 2.839E+06	 2.748E+06	 4.373E+06
  476.2000	 1.000E+01	 8.537E+00	 8.537E+00	 1.324E-06	 2.562E+03	 8.191E+04	 2.105E+05	 1.948E+03	 2.057E+03	-7.714E+02	-1.819E+04	 8.073E+00	-5.639E-01	-6.919E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.845E-01	-3.222E-16	-4.857E+02	-8.769E-04	 6.159E-01	-8.028E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-5.734E+04	-1.693E-03	 2.037E+08	-9.226E+07	-3.966E+07	 1.857E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.2500	 1.000E+01	 8.537E+00	 8.537E+00	-4.367E-06	 2.562E+03	 8.185E+04	 2.105E+05	 1.940E+03	 2.057E+03	-7.710E+02	-1.819E+04	 8.073E+00	-5.639E-01	-6.880E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.845E-01	 1.200E-15	-4.853E+02	-8.737E-04	 6.159E-01	-7.998E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.734E+04	-2.078E-03	 2.037E+08	-9.226E+07	-3.966E+07	 2.280E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.3000	 1.000E+01	 8.537E+00	 8.537E+00	 4.277E-07	 2.562E+03	 8.180E+04	 2.105E+05	 1.933E+03	 2.057E+03	-7.706E+02	-1.819E+04	 8.074E+00	-5.639E-01	-6.841E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.845E-01	-1.099E-15	-4.849E+02	-8.692E-04	 6.159E-01	-7.957E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.734E+04	-2.417E-03	 2.037E+08	-9.226E+07	-3.966E+07	 2.652E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.3500	 1.000E+01	 8.537E+00	 8.537E+00	-4.369E-06	 2.562E+03	 8.174E+04	 2.105E+05	 1.926E+03	 2.057E+03	-7.701E+02	-1.819E+04	 8.074E+00	-5.639E-01	-6.802E-02	 2.477E+00	 1.065E+00	 4.048E-01	 3.845E-01	-8.092E-16	-4.844E+02	-8.665E-04	 6.159E-01	-7.932E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.734E+04	-2.797E-03	 2.037E+08	-9.226E+07	-3.966E+07	 3.068E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.4000	 1.000E+01	 8.537E+00	 8.537E+00	 7.661E-06	 2.562E+03	 8.169E+04	 2.105E+05	 1.919E+03	 2.057E+03	-7.697E+02	-1.819E+04	 8.074E+00	-5.639E-01	-6.764E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.845E-01	 4.914E-16	-4.840E+02	-8.574E-04	 6.159E-01	-7.849E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.733E+04	-3.150E-03	 2.037E+08	-9.226E+07	-3.966E+07	 3.456E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.4500	 1.000E+01	 8.537E+00	 8.537E+00	-5.522E-06	 2.562E+03	 8.164E+04	 2.105E+05	 1.911E+03	 2.057E+03	-7.694E+02	-1.819E+04	 8.075E+00	-5.639E-01	-6.725E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.845E-01	-1.600E-16	-4.837E+02	-8.586E-04	 6.159E-01	-7.860E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.732E+04	-3.534E-03	 2.037E+08	-9.226E+07	-3.966E+07	 3.877E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.5000	 1.000E+01	 8.537E+00	 8.537E+00	-1.514E-05	 2.562E+03	 8.159E+04	 2.105E+05	 1.904E+03	 2.057E+03	-7.690E+02	-1.819E+04	 8.075E+00	-5.639E-01	-6.687E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.845E-01	 4.202E-16	-4.833E+02	-8.485E-04	 6.159E-01	-7.768E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.731E+04	-3.907E-03	 2.037E+08	-9.226E+07	-3.966E+07	 4.287E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.5500	 1.000E+01	 8.537E+00	 8.537E+00	 1.405E-05	 2.562E+03	 8.154E+04	 2.105E+05	 1.896E+03	 2.057E+03	-7.686E+02	-1.819E+04	 8.075E+00	-5.639E-01	-6.650E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.846E-01	-6.254E-16	-4.829E+02	-8.374E-04	 6.159E-01	-7.666E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.730E+04	-4.287E-03	 2.037E+08	-9.226E+07	-3.966E+07	 4.703E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.6000	 1.000E+01	 8.537E+00	 8.537E+00	-1.273E-06	 2.562E+03	 8.149E+04	 2.105E+05	 1.889E+03	 2.057E+03	-7.682E+02	-1.819E+04	 8.075E+00	-5.639E-01	-6.612E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.846E-01	 7.559E-16	-4.826E+02	-8.296E-04	 6.159E-01	-7.595E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.730E+04	-4.670E-03	 2.037E+08	-9.226E+07	-3.966E+07	 5.124E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.6500	 1.000E+01	 8.537E+00	 8.537E+00	-4.829E-06	 2.562E+03	 8.145E+04	 2.105E+05	 1.882E+03	 2.057E+03	-7.679E+02	-1.819E+04	 8.076E+00	-5.639E-01	-6.575E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.846E-01	 7.520E-16	-4.822E+02	-8.185E-04	 6.159E-01	-7.493E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.729E+04	-5.003E-03	 2.037E+08	-9.226E+07	-3.966E+07	 5.489E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.7000	 1.000E+01	 8.536E+00	 8.536E+00	-6.314E-06	 2.562E+03	 8.140E+04	 2.105E+05	 1.876E+03	 2.057E+03	-7.676E+02	-1.819E+04	 8.076E+00	-5.639E-01	-6.538E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.846E-01	 1.241E-15	-4.819E+02	-8.034E-04	 6.159E-01	-7.355E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.728E+04	-5.347E-03	 2.037E+08	-9.226E+07	-3.966E+07	 5.866E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.7500	 1.000E+01	 8.536E+00	 8.536E+00	-1.246E-05	 2.562E+03	 8.136E+04	 2.106E+05	 1.870E+03	 2.057E+03	-7.673E+02	-1.819E+04	 8.076E+00	-5.639E-01	-6.501E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.846E-01	-3.565E-16	-4.816E+02	-8.025E-04	 6.159E-01	-7.347E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.727E+04	-5.637E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.185E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.8000	 1.000E+01	 8.536E+00	 8.536E+00	 1.190E-07	 2.562E+03	 8.132E+04	 2.106E+05	 1.865E+03	 2.057E+03	-7.670E+02	-1.819E+04	 8.077E+00	-5.639E-01	-6.465E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.847E-01	 9.415E-16	-4.813E+02	-7.859E-04	 6.159E-01	-7.195E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.725E+04	-5.844E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.411E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.8500	 1.000E+01	 8.536E+00	 8.536E+00	-1.442E-05	 2.562E+03	 8.129E+04	 2.106E+05	 1.860E+03	 2.057E+03	-7.667E+02	-1.819E+04	 8.077E+00	-5.639E-01	-6.429E-02	 2.477E+00	 1.065E+00	 4.049E-01	 3.847E-01	 7.984E-16	-4.810E+02	-7.803E-04	 6.159E-01	-7.143E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.724E+04	-6.086E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.677E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.9000	 1.000E+01	 8.536E+00	 8.536E+00	-2.025E-05	 2.561E+03	 8.125E+04	 2.106E+05	 1.856E+03	 2.057E+03	-7.664E+02	-1.819E+04	 8.077E+00	-5.639E-01	-6.393E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.847E-01	-1.475E-16	-4.807E+02	-7.712E-04	 6.159E-01	-7.060E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.722E+04	-6.267E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.876E+04	 2.839E+06	 2.748E+06	 4.374E+06
  476.9500	 1.000E+01	 8.536E+00	 8.536E+00	-1.091E-05	 2.561E+03	 8.122E+04	 2.106E+05	 1.853E+03	 2.057E+03	-7.662E+02	-1.819E+04	 8.077E+00	-5.639E-01	-6.358E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.847E-01	-6.488E-16	-4.805E+02	-7.615E-04	 6.159E-01	-6.972E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.721E+04	-6.409E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.032E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.0000	 1.000E+01	 8.536E+00	 8.536E+00	-1.042E-05	 2.561E+03	 8.119E+04	 2.106E+05	 1.849E+03	 2.057E+03	-7.659E+02	-1.819E+04	 8.078E+00	-5.639E-01	-6.323E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.848E-01	 1.690E-15	-4.802E+02	-7.487E-04	 6.159E-01	-6.855E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.719E+04	-6.580E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.219E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.0500	 1.000E+01	 8.536E+00	 8.536E+00	-2.633E-06	 2.561E+03	 8.116E+04	 2.106E+05	 1.848E+03	 2.057E+03	-7.657E+02	-1.819E+04	 8.078E+00	-5.639E-01	-6.288E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.848E-01	 8.808E-16	-4.800E+02	-7.456E-04	 6.159E-01	-6.826E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.718E+04	-6.585E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.224E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.1000	 1.000E+01	 8.536E+00	 8.536E+00	 8.129E-06	 2.561E+03	 8.113E+04	 2.106E+05	 1.845E+03	 2.057E+03	-7.655E+02	-1.819E+04	 8.078E+00	-5.639E-01	-6.254E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.848E-01	-2.277E-16	-4.798E+02	-7.277E-04	 6.159E-01	-6.663E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.717E+04	-6.726E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.379E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.1500	 1.000E+01	 8.536E+00	 8.536E+00	-1.330E-05	 2.561E+03	 8.111E+04	 2.106E+05	 1.845E+03	 2.057E+03	-7.654E+02	-1.819E+04	 8.079E+00	-5.639E-01	-6.220E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.849E-01	 7.394E-16	-4.797E+02	-7.205E-04	 6.159E-01	-6.596E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.716E+04	-6.697E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.348E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.2000	 1.000E+01	 8.536E+00	 8.536E+00	-4.123E-06	 2.561E+03	 8.109E+04	 2.106E+05	 1.845E+03	 2.057E+03	-7.652E+02	-1.819E+04	 8.079E+00	-5.639E-01	-6.186E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.849E-01	 2.338E-16	-4.795E+02	-7.080E-04	 6.159E-01	-6.482E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.715E+04	-6.633E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.278E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.2500	 1.000E+01	 8.535E+00	 8.535E+00	-1.887E-06	 2.561E+03	 8.107E+04	 2.107E+05	 1.844E+03	 2.057E+03	-7.651E+02	-1.819E+04	 8.079E+00	-5.639E-01	-6.153E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.849E-01	-1.127E-15	-4.794E+02	-6.993E-04	 6.159E-01	-6.402E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.715E+04	-6.621E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.264E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.3000	 1.000E+01	 8.535E+00	 8.535E+00	 1.554E-05	 2.561E+03	 8.106E+04	 2.107E+05	 1.845E+03	 2.057E+03	-7.649E+02	-1.818E+04	 8.079E+00	-5.639E-01	-6.120E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.850E-01	 1.275E-16	-4.793E+02	-6.804E-04	 6.159E-01	-6.229E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.714E+04	-6.540E-03	 2.036E+08	-9.226E+07	-3.966E+07	 7.175E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.3500	 1.000E+01	 8.535E+00	 8.535E+00	 3.197E-06	 2.561E+03	 8.105E+04	 2.107E+05	 1.847E+03	 2.057E+03	-7.649E+02	-1.818E+04	 8.080E+00	-5.639E-01	-6.087E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.850E-01	 5.109E-16	-4.792E+02	-6.832E-04	 6.159E-01	-6.255E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.714E+04	-6.323E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.937E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.4000	 1.000E+01	 8.535E+00	 8.535E+00	-5.874E-06	 2.561E+03	 8.104E+04	 2.107E+05	 1.848E+03	 2.057E+03	-7.648E+02	-1.818E+04	 8.080E+00	-5.639E-01	-6.055E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.850E-01	 3.452E-16	-4.791E+02	-6.608E-04	 6.159E-01	-6.050E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.714E+04	-6.214E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.818E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.4500	 1.000E+01	 8.535E+00	 8.535E+00	-9.148E-06	 2.561E+03	 8.103E+04	 2.107E+05	 1.851E+03	 2.057E+03	-7.647E+02	-1.818E+04	 8.080E+00	-5.639E-01	-6.023E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.851E-01	 1.804E-16	-4.790E+02	-6.538E-04	 6.159E-01	-5.986E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.714E+04	-5.991E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.573E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.5000	 1.000E+01	 8.535E+00	 8.535E+00	-1.102E-05	 2.561E+03	 8.103E+04	 2.107E+05	 1.854E+03	 2.057E+03	-7.647E+02	-1.818E+04	 8.081E+00	-5.639E-01	-5.992E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.851E-01	-5.130E-16	-4.790E+02	-6.427E-04	 6.159E-01	-5.885E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.715E+04	-5.778E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.339E+04	 2.839E+06	 2.748E+06	 4.374E+06
  477.5500	 1.000E+01	 8.535E+00	 8.535E+00	-2.505E-08	 2.561E+03	 8.102E+04	 2.107E+05	 1.857E+03	 2.057E+03	-7.647E+02	-1.818E+04	 8.081E+00	-5.639E-01	-5.961E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.851E-01	-1.486E-15	-4.790E+02	-6.356E-04	 6.159E-01	-5.819E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.716E+04	-5.531E-03	 2.036E+08	-9.226E+07	-3.966E+07	 6.069E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.6000	 1.000E+01	 8.535E+00	 8.535E+00	 2.242E-06	 2.561E+03	 8.103E+04	 2.108E+05	 1.859E+03	 2.057E+03	-7.647E+02	-1.818E+04	 8.081E+00	-5.639E-01	-5.930E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.852E-01	 5.117E-17	-4.790E+02	-6.130E-04	 6.159E-01	-5.613E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.718E+04	-5.339E-03	 2.036E+08	-9.226E+07	-3.966E+07	 5.858E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.6500	 1.000E+01	 8.535E+00	 8.535E+00	-6.701E-06	 2.561E+03	 8.103E+04	 2.108E+05	 1.864E+03	 2.057E+03	-7.647E+02	-1.818E+04	 8.081E+00	-5.639E-01	-5.900E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.852E-01	-3.296E-17	-4.790E+02	-6.066E-04	 6.159E-01	-5.554E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.719E+04	-5.012E-03	 2.036E+08	-9.226E+07	-3.966E+07	 5.499E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.7000	 1.000E+01	 8.535E+00	 8.535E+00	-3.065E-06	 2.561E+03	 8.104E+04	 2.108E+05	 1.867E+03	 2.058E+03	-7.648E+02	-1.818E+04	 8.082E+00	-5.639E-01	-5.870E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.853E-01	-5.130E-16	-4.791E+02	-5.926E-04	 6.159E-01	-5.426E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.721E+04	-4.777E-03	 2.036E+08	-9.226E+07	-3.966E+07	 5.241E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.7500	 1.000E+01	 8.534E+00	 8.534E+00	-1.126E-05	 2.561E+03	 8.105E+04	 2.108E+05	 1.871E+03	 2.058E+03	-7.648E+02	-1.818E+04	 8.082E+00	-5.639E-01	-5.840E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.853E-01	-6.241E-16	-4.791E+02	-5.873E-04	 6.159E-01	-5.377E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.724E+04	-4.504E-03	 2.036E+08	-9.226E+07	-3.966E+07	 4.941E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.8000	 1.000E+01	 8.534E+00	 8.534E+00	-6.958E-06	 2.561E+03	 8.106E+04	 2.108E+05	 1.873E+03	 2.058E+03	-7.649E+02	-1.818E+04	 8.082E+00	-5.639E-01	-5.811E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.854E-01	-3.773E-17	-4.792E+02	-5.724E-04	 6.159E-01	-5.241E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.726E+04	-4.307E-03	 2.036E+08	-9.226E+07	-3.966E+07	 4.725E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.8500	 1.000E+01	 8.534E+00	 8.534E+00	-4.972E-06	 2.561E+03	 8.107E+04	 2.109E+05	 1.878E+03	 2.058E+03	-7.650E+02	-1.818E+04	 8.083E+00	-5.639E-01	-5.783E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.854E-01	 1.141E-15	-4.793E+02	-5.650E-04	 6.159E-01	-5.173E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.728E+04	-3.971E-03	 2.036E+08	-9.226E+07	-3.966E+07	 4.357E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.9000	 1.000E+01	 8.534E+00	 8.534E+00	-4.436E-06	 2.561E+03	 8.109E+04	 2.109E+05	 1.883E+03	 2.058E+03	-7.651E+02	-1.818E+04	 8.083E+00	-5.639E-01	-5.755E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.855E-01	 5.642E-16	-4.795E+02	-5.488E-04	 6.159E-01	-5.025E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.731E+04	-3.636E-03	 2.036E+08	-9.226E+07	-3.966E+07	 3.989E+04	 2.839E+06	 2.748E+06	 4.375E+06
  477.9500	 1.000E+01	 8.534E+00	 8.534E+00	-8.388E-06	 2.562E+03	 8.111E+04	 2.109E+05	 1.886E+03	 2.058E+03	-7.653E+02	-1.818E+04	 8.083E+00	-5.639E-01	-5.727E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.855E-01	 1.016E-15	-4.796E+02	-5.321E-04	 6.159E-01	-4.872E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.734E+04	-3.397E-03	 2.036E+08	-9.226E+07	-3.966E+07	 3.727E+04	 2.839E+06	 2.748E+06	 4.375E+06
  478.0000	 1.000E+01	 8.534E+00	 8.534E+00	 3.660E-06	 2.562E+03	 8.113E+04	 2.109E+05	 1.891E+03	 2.058E+03	-7.654E+02	-1.818E+04	 8.084E+00	-5.639E-01	-5.699E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.855E-01	 8.266E-16	-4.798E+02	-5.206E-04	 6.159E-01	-4.767E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.737E+04	-3.061E-03	 2.036E+08	-9.226E+07	-3.966E+07	 3.359E+04	 2.839E+06	 2.748E+06	 4.375E+06
  478.0500	 1.000E+01	 8.534E+00	 8.534E+00	-1.700E-05	 2.562E+03	 8.115E+04	 2.109E+05	 1.894E+03	 2.058E+03	-7.656E+02	-1.818E+04	 8.084E+00	-5.639E-01	-5.673E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.856E-01	-4.142E-16	-4.799E+02	-5.075E-04	 6.159E-01	-4.647E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.740E+04	-2.847E-03	 2.036E+08	-9.226E+07	-3.966E+07	 3.124E+04	 2.839E+06	 2.748E+06	 4.375E+06
  478.1000	 1.000E+01	 8.534E+00	 8.534E+00	-2.017E-05	 2.562E+03	 8.118E+04	 2.110E+05	 1.898E+03	 2.059E+03	-7.658E+02	-1.818E+04	 8.084E+00	-5.639E-01	-5.646E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.856E-01	-1.484E-15	-4.801E+02	-4.902E-04	 6.159E-01	-4.488E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.744E+04	-2.565E-03	 2.036E+08	-9.226E+07	-3.966E+07	 2.814E+04	 2.839E+06	 2.748E+06	 4.375E+06
  478.1500	 1.000E+01	 8.534E+00	 8.534E+00	-2.920E-06	 2.562E+03	 8.121E+04	 2.110E+05	 1.902E+03	 2.059E+03	-7.660E+02	-1.818E+04	 8.084E+00	-5.639E-01	-5.620E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.857E-01	 3.105E-16	-4.804E+02	-4.803E-04	 6.159E-01	-4.398E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.747E+04	-2.328E-03	 2.036E+08	-9.226E+07	-3.966E+07	 2.554E+04	 2.839E+06	 2.748E+06	 4.375E+06
  478.2000	 1.000E+01	 8.534E+00	 8.534E+00	-4.333E-06	 2.562E+03	 8.124E+04	 2.110E+05	 1.905E+03	 2.059E+03	-7.663E+02	-1.818E+04	 8.085E+00	-5.639E-01	-5.594E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.857E-01	-1.583E-16	-4.806E+02	-4.691E-04	 6.159E-01	-4.295E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.751E+04	-2.088E-03	 2.036E+08	-9.226E+07	-3.965E+07	 2.291E+04	 2.838E+06	 2.748E+06	 4.375E+06
  478.2500	 1.000E+01	 8.534E+00	 8.534E+00	-1.171E-05	 2.562E+03	 8.127E+04	 2.110E+05	 1.908E+03	 2.059E+03	-7.665E+02	-1.818E+04	 8.085E+00	-5.639E-01	-5.569E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.858E-01	-1.233E-15	-4.808E+02	-4.527E-04	 6.159E-01	-4.146E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.754E+04	-1.923E-03	 2.036E+08	-9.226E+07	-3.965E+07	 2.110E+04	 2.838E+06	 2.748E+06	 4.375E+06
  478.3000	 1.000E+01	 8.533E+00	 8.533E+00	-8.087E-06	 2.562E+03	 8.130E+04	 2.110E+05	 1.911E+03	 2.059E+03	-7.668E+02	-1.818E+04	 8.085E+00	-5.639E-01	-5.545E-02	 2.477E+00	 1.065E+00	 4.050E-01	 3.858E-01	-1.038E-15	-4.811E+02	-4.384E-04	 6.159E-01	-4.015E-05	 1.092E+01	-9.176E-05	 1.700E+00	 0.000E+00	-5.757E+04	-1.727E-03	 2.036E+08	-9.226E+07	-3.965E+07	 1.895E+04	 2.838E+06	 2.748E+06	 4.375E+06
